DateTime,SrcIP,SrcPort,DestIP,DestPort,BytesTotal,Msg,Malicious
0,206.189.201.63,57060,169.244.6.98,22,60,-,0
0,206.189.201.63,57060,169.244.6.98,22,4241,-,0
0,47.93.252.66,56058,169.244.6.98,22,60,-,0
0,47.93.252.66,48060,169.244.6.98,22,3767,-,0
0,141.98.11.90,35742,169.244.6.98,22,60,-,1
0,47.93.252.66,59386,169.244.6.98,22,60,-,0
0,141.98.11.90,35742,169.244.6.98,22,6785,-,1
0,47.93.252.66,56058,169.244.6.98,22,4363,-,0
0,141.98.11.90,35742,169.244.6.98,22,6785,-,1
0,138.197.102.194,35380,169.244.6.98,22,60,-,0
0,138.197.102.194,35380,169.244.6.98,22,4281,-,0
0,206.189.201.63,43560,169.244.6.98,22,60,-,0
0,206.189.201.63,43560,169.244.6.98,22,4281,-,0
0,47.93.252.66,59386,169.244.6.98,22,2723,-,0
0,47.93.252.66,50958,169.244.6.98,22,60,-,0
0,206.189.141.16,57214,169.244.6.98,22,60,-,0
0,47.93.252.66,50958,169.244.6.98,22,3715,-,0
0,47.93.252.66,51298,169.244.6.98,22,60,-,0
0,206.189.141.16,57214,169.244.6.98,22,4281,-,0
0,206.189.201.63,52372,169.244.6.98,22,60,-,0
0,206.189.201.63,52372,169.244.6.98,22,4281,-,0
0,47.93.252.66,51298,169.244.6.98,22,4295,-,0
0,47.93.252.66,54712,169.244.6.98,22,60,-,0
0,47.93.252.66,34290,169.244.6.98,22,60,-,0
0,47.93.252.66,54712,169.244.6.98,22,3795,-,0
0,47.93.252.66,34290,169.244.6.98,22,3795,-,0
0,47.93.252.66,34730,169.244.6.98,22,60,-,0
0,47.93.252.66,38142,169.244.6.98,22,60,-,0
0,47.93.252.66,34730,169.244.6.98,22,4387,-,0
0,206.189.201.63,52536,169.244.6.98,22,60,-,0
0,206.189.201.63,52536,169.244.6.98,22,4281,-,0
0,47.93.252.66,38142,169.244.6.98,22,3755,-,0
0,47.93.252.66,45954,169.244.6.98,22,60,-,0
0,47.93.252.66,46404,169.244.6.98,22,60,-,0
0,47.93.252.66,45954,169.244.6.98,22,3991,-,0
0,47.93.252.66,49352,169.244.6.98,22,60,-,0
0,47.93.252.66,46404,169.244.6.98,22,4583,-,0
0,138.197.102.194,38026,169.244.6.98,22,60,-,0
0,206.189.201.63,52464,169.244.6.98,22,60,-,0
0,138.197.102.194,38026,169.244.6.98,22,4281,-,0
0,206.189.201.63,52464,169.244.6.98,22,4281,-,0
0,47.93.252.66,49352,169.244.6.98,22,4567,-,0
0,47.93.252.66,55332,169.244.6.98,22,60,-,0
0,47.93.252.66,58378,169.244.6.98,22,60,-,0
0,47.93.252.66,55332,169.244.6.98,22,3835,-,0
0,206.189.141.16,57898,169.244.6.98,22,60,-,0
0,206.189.141.16,57898,169.244.6.98,22,4281,-,0
0,206.189.201.63,49444,169.244.6.98,22,60,-,0
0,206.189.201.63,49444,169.244.6.98,22,4281,-,0
0,170.64.158.211,49068,169.244.6.98,22,60,-,0
0,170.64.158.211,49068,169.244.6.98,22,4281,-,0
0,206.189.201.63,39076,169.244.6.98,22,60,-,0
0,206.189.201.63,39076,169.244.6.98,22,4281,-,0
0,206.189.201.63,59342,169.244.6.98,22,60,-,0
0,206.189.201.63,59342,169.244.6.98,22,4281,-,0
0,116.169.58.195,59676,169.244.6.98,22,60,-,1
0,138.197.102.194,35672,169.244.6.98,22,60,-,0
0,116.169.58.195,59676,169.244.6.98,22,1041,-,1
0,116.169.58.195,59676,169.244.6.98,22,1041,-,1
0,206.189.141.16,37822,169.244.6.98,22,60,-,0
0,138.197.102.194,35672,169.244.6.98,22,4281,-,0
0,206.189.141.16,37822,169.244.6.98,22,4281,-,0
0,206.189.201.63,42414,169.244.6.98,22,60,-,0
0,206.189.201.63,42414,169.244.6.98,22,4281,-,0
0,206.189.201.63,35336,169.244.6.98,22,60,-,0
0,206.189.201.63,35336,169.244.6.98,22,4281,-,0
0,206.189.201.63,38474,169.244.6.98,22,60,-,0
0,206.189.201.63,38474,169.244.6.98,22,4281,-,0
0,206.189.141.16,46266,169.244.6.98,22,60,-,0
0,206.189.141.16,46266,169.244.6.98,22,4281,-,0
0,206.189.201.63,50980,169.244.6.98,22,60,-,0
0,138.197.102.194,48052,169.244.6.98,22,60,-,0
0,206.189.201.63,50980,169.244.6.98,22,4281,-,0
0,138.197.102.194,48052,169.244.6.98,22,4281,-,0
0,206.189.201.63,45024,169.244.6.98,22,60,-,0
0,206.189.201.63,45024,169.244.6.98,22,4281,-,0
0,206.189.201.63,57196,169.244.6.98,22,60,-,0
0,206.189.201.63,57196,169.244.6.98,22,4281,-,0
0,206.189.141.16,52884,169.244.6.98,22,60,-,0
0,206.189.141.16,52884,169.244.6.98,22,4281,-,0
0,206.189.201.63,32790,169.244.6.98,22,60,-,0
0,206.189.201.63,32790,169.244.6.98,22,4281,-,0
0,138.197.102.194,51098,169.244.6.98,22,60,-,0
0,138.197.102.194,51098,169.244.6.98,22,4321,-,0
0,206.189.201.63,46736,169.244.6.98,22,60,-,0
0,206.189.201.63,46736,169.244.6.98,22,4281,-,0
0,170.64.158.211,40252,169.244.6.98,22,60,-,0
0,170.64.158.211,40252,169.244.6.98,22,4281,-,0
0,206.189.201.63,40724,169.244.6.98,22,60,-,0
0,206.189.141.16,50414,169.244.6.98,22,60,-,0
0,206.189.201.63,40724,169.244.6.98,22,4281,-,0
0,206.189.141.16,50414,169.244.6.98,22,4281,-,0
0,206.189.201.63,57986,169.244.6.98,22,60,-,0
0,206.189.201.63,57986,169.244.6.98,22,4281,-,0
0,206.189.201.63,46426,169.244.6.98,22,60,-,0
0,138.197.102.194,49140,169.244.6.98,22,60,-,0
0,206.189.201.63,46426,169.244.6.98,22,4321,-,0
0,138.197.102.194,49140,169.244.6.98,22,4281,-,0
0,206.189.141.16,46402,169.244.6.98,22,60,-,0
0,206.189.201.63,46390,169.244.6.98,22,60,-,0
0,206.189.201.63,46390,169.244.6.98,22,4241,-,0
0,206.189.141.16,46402,169.244.6.98,22,4281,-,0
0,206.189.201.63,41880,169.244.6.98,22,60,-,0
0,206.189.201.63,41880,169.244.6.98,22,4241,-,0
0,206.189.201.63,59246,169.244.6.98,22,60,-,0
0,206.189.201.63,59246,169.244.6.98,22,4281,-,0
0,138.197.102.194,45552,169.244.6.98,22,60,-,0
0,138.197.102.194,45552,169.244.6.98,22,4281,-,0
0,206.189.141.16,52640,169.244.6.98,22,60,-,0
0,206.189.141.16,52640,169.244.6.98,22,4321,-,0
0,206.189.201.63,43862,169.244.6.98,22,60,-,0
0,206.189.201.63,43862,169.244.6.98,22,4281,-,0
0,206.189.201.63,56750,169.244.6.98,22,60,-,0
0,206.189.201.63,56750,169.244.6.98,22,4281,-,0
0,206.189.201.63,52512,169.244.6.98,22,60,-,0
0,206.189.201.63,52512,169.244.6.98,22,4321,-,0
0,206.189.141.16,51906,169.244.6.98,22,60,-,0
0,206.189.141.16,51906,169.244.6.98,22,4281,-,0
0,138.197.102.194,36556,169.244.6.98,22,60,-,0
0,138.197.102.194,36556,169.244.6.98,22,4281,-,0
0,206.189.201.63,57512,169.244.6.98,22,60,-,0
0,206.189.201.63,57512,169.244.6.98,22,4281,-,0
0,170.64.158.211,49590,169.244.6.98,22,60,-,0
0,170.64.158.211,49590,169.244.6.98,22,4281,-,0
0,206.189.201.63,36650,169.244.6.98,22,60,-,0
0,206.189.201.63,36650,169.244.6.98,22,4281,-,0
0,206.189.201.63,38928,169.244.6.98,22,60,-,0
0,206.189.141.16,52048,169.244.6.98,22,60,-,0
0,206.189.201.63,38928,169.244.6.98,22,4281,-,0
0,206.189.141.16,52048,169.244.6.98,22,4281,-,0
0,206.189.201.63,35672,169.244.6.98,22,60,-,0
0,206.189.201.63,35672,169.244.6.98,22,4281,-,0
0,138.197.102.194,41768,169.244.6.98,22,60,-,0
0,138.197.102.194,41768,169.244.6.98,22,4281,-,0
0,206.189.201.63,47616,169.244.6.98,22,60,-,0
0,206.189.201.63,47616,169.244.6.98,22,4281,-,0
0,206.189.141.16,55500,169.244.6.98,22,60,-,0
0,206.189.201.63,35218,169.244.6.98,22,60,-,0
0,41.74.129.210,44808,169.244.6.98,22,56,-,0
0,206.189.141.16,55500,169.244.6.98,22,4281,-,0
0,206.189.201.63,35218,169.244.6.98,22,4281,-,0
0,41.74.129.210,44808,169.244.6.98,22,4529,-,0
0,86.107.104.248,57454,169.244.6.98,22,52,-,1
0,86.107.104.248,57454,169.244.6.98,22,4103,-,1
0,86.107.104.248,57454,169.244.6.98,22,4103,-,1
0,206.189.201.63,36162,169.244.6.98,22,60,-,0
0,206.189.201.63,36162,169.244.6.98,22,4281,-,0
0,138.197.102.194,47410,169.244.6.98,22,60,-,0
0,138.197.102.194,47410,169.244.6.98,22,4201,-,0
0,206.189.201.63,39288,169.244.6.98,22,60,-,0
0,206.189.201.63,39288,169.244.6.98,22,4281,-,0
0,206.189.141.16,59422,169.244.6.98,22,60,-,0
0,206.189.141.16,59422,169.244.6.98,22,4281,-,0
0,206.189.201.63,34292,169.244.6.98,22,60,-,0
0,206.189.201.63,34292,169.244.6.98,22,4281,-,0
0,206.189.201.63,54628,169.244.6.98,22,60,-,0
0,206.189.201.63,54628,169.244.6.98,22,4281,-,0
0,206.189.201.63,43894,169.244.6.98,22,60,-,0
0,206.189.201.63,43894,169.244.6.98,22,4241,-,0
0,138.197.102.194,59720,169.244.6.98,22,60,-,0
0,138.197.102.194,59720,169.244.6.98,22,4281,-,0
0,206.189.141.16,38702,169.244.6.98,22,60,-,0
0,206.189.141.16,38702,169.244.6.98,22,4281,-,0
0,206.189.201.63,59154,169.244.6.98,22,60,-,0
0,206.189.201.63,59154,169.244.6.98,22,4241,-,0
0,170.64.158.211,42398,169.244.6.98,22,60,-,0
0,170.64.158.211,42398,169.244.6.98,22,4281,-,0
0,206.189.201.63,59104,169.244.6.98,22,60,-,0
0,206.189.201.63,59104,169.244.6.98,22,4281,-,0
0,206.189.201.63,51408,169.244.6.98,22,60,-,0
0,206.189.201.63,51408,169.244.6.98,22,4281,-,0
0,206.189.141.16,37392,169.244.6.98,22,60,-,0
0,206.189.141.16,37392,169.244.6.98,22,4321,-,0
0,138.197.102.194,49924,169.244.6.98,22,60,-,0
0,138.197.102.194,49924,169.244.6.98,22,4281,-,0
0,206.189.201.63,47066,169.244.6.98,22,60,-,0
0,206.189.201.63,47066,169.244.6.98,22,4281,-,0
0,206.189.201.63,54038,169.244.6.98,22,60,-,0
0,206.189.201.63,54038,169.244.6.98,22,4281,-,0
0,206.189.201.63,49454,169.244.6.98,22,60,-,0
0,206.189.201.63,49454,169.244.6.98,22,4281,-,0
0,206.189.141.16,33024,169.244.6.98,22,60,-,0
0,206.189.141.16,33024,169.244.6.98,22,4281,-,0
0,206.189.201.63,49874,169.244.6.98,22,60,-,0
0,206.189.201.63,49874,169.244.6.98,22,4281,-,0
0,138.197.102.194,60134,169.244.6.98,22,60,-,0
0,138.197.102.194,60134,169.244.6.98,22,4297,-,0
0,116.169.58.195,35188,169.244.6.98,22,60,-,1
0,116.169.58.195,35188,169.244.6.98,22,1041,-,1
0,116.169.58.195,35188,169.244.6.98,22,1041,-,1
0,206.189.201.63,40356,169.244.6.98,22,60,-,0
0,206.189.201.63,40356,169.244.6.98,22,4281,-,0
0,206.189.201.63,53284,169.244.6.98,22,60,-,0
0,206.189.201.63,53284,169.244.6.98,22,4281,-,0
0,206.189.141.16,57026,169.244.6.98,22,60,-,0
0,206.189.141.16,57026,169.244.6.98,22,4321,-,0
0,206.189.201.63,44152,169.244.6.98,22,60,-,0
0,206.189.201.63,44152,169.244.6.98,22,4281,-,0
0,39.124.42.125,50859,169.244.6.98,22,46,-,1
0,39.124.42.125,50119,169.244.6.98,22,60,-,1
0,39.124.42.125,50859,169.244.6.98,22,130,-,1
0,39.124.42.125,50119,169.244.6.98,22,1658,-,1
0,39.124.42.125,50119,169.244.6.98,22,1658,-,1
0,138.197.102.194,40122,169.244.6.98,22,60,-,0
0,138.197.102.194,40122,169.244.6.98,22,4281,-,0
0,206.189.201.63,46482,169.244.6.98,22,60,-,0
0,206.189.201.63,46482,169.244.6.98,22,4281,-,0
0,170.64.158.211,35496,169.244.6.98,22,60,-,0
0,170.64.158.211,35496,169.244.6.98,22,4321,-,0
0,206.189.201.63,35684,169.244.6.98,22,60,-,0
0,206.189.201.63,35684,169.244.6.98,22,4281,-,0
0,206.189.141.16,52586,169.244.6.98,22,60,-,0
0,206.189.141.16,52586,169.244.6.98,22,4281,-,0
0,206.189.201.63,33324,169.244.6.98,22,60,-,0
0,206.189.201.63,33324,169.244.6.98,22,4281,-,0
0,95.181.239.4,61762,169.244.6.98,22,52,-,1
0,95.181.239.4,61762,169.244.6.98,22,4103,-,1
0,206.189.201.63,49924,169.244.6.98,22,60,-,0
0,206.189.201.63,49924,169.244.6.98,22,4281,-,0
0,138.197.102.194,49038,169.244.6.98,22,60,-,0
0,138.197.102.194,49038,169.244.6.98,22,4281,-,0
0,206.189.201.63,55818,169.244.6.98,22,60,-,0
0,206.189.141.16,48314,169.244.6.98,22,60,-,0
0,206.189.201.63,55818,169.244.6.98,22,4281,-,0
0,206.189.141.16,48314,169.244.6.98,22,4281,-,0
0,156.146.57.133,59846,169.244.6.98,22,52,-,0
0,156.146.57.133,59846,169.244.6.98,22,4103,-,0
0,206.189.201.63,46988,169.244.6.98,22,60,-,0
0,206.189.201.63,46988,169.244.6.98,22,4281,-,0
0,206.189.201.63,60706,169.244.6.98,22,60,-,0
0,206.189.201.63,60706,169.244.6.98,22,4281,-,0
0,206.189.141.16,50782,169.244.6.98,22,60,-,0
0,138.197.102.194,37520,169.244.6.98,22,60,-,0
0,206.189.141.16,41294,169.244.6.98,22,60,-,0
0,206.189.141.16,41294,169.244.6.98,22,4281,-,0
0,170.64.158.211,45508,169.244.6.98,22,60,-,0
0,206.189.201.63,49538,169.244.6.98,22,60,-,0
0,170.64.158.211,45508,169.244.6.98,22,4337,-,0
0,206.189.201.63,49538,169.244.6.98,22,4281,-,0
0,206.189.201.63,57568,169.244.6.98,22,60,-,0
0,206.189.201.63,57568,169.244.6.98,22,4281,-,0
0,206.189.201.63,34726,169.244.6.98,22,60,-,0
0,206.189.141.16,55616,169.244.6.98,22,60,-,0
0,206.189.201.63,34726,169.244.6.98,22,4281,-,0
0,206.189.141.16,55616,169.244.6.98,22,4281,-,0
0,138.197.102.194,56538,169.244.6.98,22,60,-,0
0,138.197.102.194,56538,169.244.6.98,22,4281,-,0
0,206.189.201.63,48788,169.244.6.98,22,60,-,0
0,156.146.57.198,50145,169.244.6.98,22,52,-,0
0,206.189.201.63,48788,169.244.6.98,22,4281,-,0
0,156.146.57.198,50145,169.244.6.98,22,4103,-,0
0,206.189.201.63,34470,169.244.6.98,22,60,-,0
0,206.189.201.63,34470,169.244.6.98,22,4281,-,0
0,206.189.141.16,47066,169.244.6.98,22,60,-,0
0,206.189.201.63,39996,169.244.6.98,22,60,-,0
0,206.189.141.16,47066,169.244.6.98,22,4281,-,0
0,206.189.201.63,39996,169.244.6.98,22,4281,-,0
0,206.189.201.63,57086,169.244.6.98,22,60,-,0
0,206.189.201.63,57086,169.244.6.98,22,4241,-,0
0,138.197.102.194,36160,169.244.6.98,22,60,-,0
0,138.197.102.194,36160,169.244.6.98,22,4281,-,0
0,206.189.201.63,50892,169.244.6.98,22,60,-,0
0,206.189.201.63,50892,169.244.6.98,22,4241,-,0
0,206.189.141.16,36622,169.244.6.98,22,60,-,0
0,206.189.141.16,36622,169.244.6.98,22,4281,-,0
0,206.189.201.63,47788,169.244.6.98,22,60,-,0
0,206.189.201.63,47788,169.244.6.98,22,4281,-,0
0,206.189.201.63,43292,169.244.6.98,22,60,-,0
0,206.189.201.63,43292,169.244.6.98,22,4281,-,0
0,138.197.102.194,60198,169.244.6.98,22,60,-,0
0,138.197.102.194,60198,169.244.6.98,22,4281,-,0
0,206.189.201.63,49824,169.244.6.98,22,60,-,0
0,206.189.201.63,49824,169.244.6.98,22,4281,-,0
0,170.64.158.211,36460,169.244.6.98,22,60,-,0
0,170.64.158.211,36460,169.244.6.98,22,4281,-,0
0,206.189.141.16,46308,169.244.6.98,22,60,-,0
0,206.189.141.16,46308,169.244.6.98,22,4281,-,0
0,206.189.201.63,59162,169.244.6.98,22,60,-,0
0,206.189.201.63,59162,169.244.6.98,22,4281,-,0
0,206.189.201.63,45170,169.244.6.98,22,60,-,0
0,206.189.201.63,45170,169.244.6.98,22,4281,-,0
0,116.169.58.195,39018,169.244.6.98,22,60,-,1
0,116.169.58.195,39018,169.244.6.98,22,1041,-,1
0,206.189.201.63,50754,169.244.6.98,22,60,-,0
0,206.189.201.63,50754,169.244.6.98,22,4281,-,0
0,138.197.102.194,43512,169.244.6.98,22,60,-,0
0,138.197.102.194,43512,169.244.6.98,22,4281,-,0
